domain,problem,agents,heuristic,recursionLevel,totalTime,initHeuristic,initHeuristicDist,searchTime,expandedStates,expandedStatesGlobal,expandedStatesLocal,searchMessages,heuristicRequestMessages,heuristicReplyMessages,totalMessages,totalBytes,globalSearchTime,localSearchTime,globalHeuristicTime,localHeuristicTime,otherHeuristicTime,searchTimes,globalSearchTimes,localSearchTimes,globalHeuristicTimes,localHeuristicTimes,otherHeuristicTimes,planLength,maxRecursionDepth,planValid,finished
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_48.pddl,3,saFF-glcl,-1,441,{tru1=3 tru2=3 apn1=3},{tru1=3 apn1=3},0,71,2,69,50,6,5,61,1908,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_49.pddl,3,saFF-glcl,-1,447,{tru1=1 apn1=1},{tru1=2 tru2=1},0,54,3,51,42,3,1,46,1484,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_51.pddl,3,saFF-glcl,-1,400,{tru1=1 apn1=1},{tru2=1},0,51,1,50,37,2,0,39,1264,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_57.pddl,3,saFF-glcl,-1,446,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,94,5,89,64,10,8,82,2600,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_58.pddl,3,saFF-glcl,-1,448,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3},0,88,2,86,65,7,5,77,2436,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_61.pddl,3,saFF-glcl,-1,520,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3},0,91,2,89,76,5,5,86,2704,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_63.pddl,3,saFF-glcl,-1,478,{tru1=3 tru2=3 apn1=3},{tru1=3},0,90,1,89,65,4,3,72,2292,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_64.pddl,3,saFF-glcl,-1,402,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,69,4,65,47,8,8,63,1968,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_65.pddl,3,saFF-glcl,-1,415,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,61,3,58,40,10,8,58,1800,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_66.pddl,3,saFF-glcl,-1,433,{tru1=3 tru2=3 apn1=3},{tru1=4 apn1=5},0,79,2,77,54,7,5,66,2100,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_68.pddl,3,saFF-glcl,-1,454,{tru1=5 tru2=5 apn1=5},{tru1=5 tru2=5 apn1=5},0,80,4,76,57,10,10,77,2368,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_69.pddl,3,saFF-glcl,-1,478,{tru1=5 tru2=5 apn1=5},{tru1=5 tru2=6 apn1=6},0,81,3,78,57,12,10,79,2488,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_6.pddl,3,saFF-glcl,-1,478,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,91,3,88,65,8,8,81,2512,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_71.pddl,3,saFF-glcl,-1,492,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3},0,61,2,59,43,8,7,58,1792,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_72.pddl,3,saFF-glcl,-1,454,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,72,3,69,49,7,4,60,1920,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_74.pddl,3,saFF-glcl,-1,418,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,61,3,58,42,6,5,53,1664,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_75.pddl,3,saFF-glcl,-1,379,{tru1=1 apn1=1},{tru2=1},0,42,3,39,28,2,0,30,976,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_83.pddl,3,saFF-glcl,-1,386,{tru1=1 tru2=1},{apn1=1},0,31,1,30,23,2,0,25,816,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_86.pddl,3,saFF-glcl,-1,452,{tru2=1 apn1=1},{tru1=1},0,31,1,30,22,2,0,24,784,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_88.pddl,3,saFF-glcl,-1,475,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3 apn1=3},0,71,4,67,49,12,12,73,2200,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_90.pddl,3,saFF-glcl,-1,453,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,42,3,39,26,6,5,37,1152,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_10.pddl,3,saFF-glcl,-1,827,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,93,3,90,63,5,5,73,2852,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_12.pddl,3,saFF-glcl,-1,507,{tru1=5 tru2=5 apn1=5},{tru1=6 tru2=6 apn1=7},0,100,6,94,71,14,14,99,3756,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_15.pddl,3,saFF-glcl,-1,519,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,89,4,85,60,9,9,78,2964,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_20.pddl,3,saFF-glcl,-1,516,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,93,5,88,60,11,9,80,3072,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_21.pddl,3,saFF-glcl,-1,488,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,75,4,71,48,7,5,60,2352,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_24.pddl,3,saFF-glcl,-1,670,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3},0,94,2,92,81,6,5,92,3600,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_25.pddl,3,saFF-glcl,-1,665,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,64,4,60,37,8,6,51,1964,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_27.pddl,3,saFF-glcl,-1,679,{tru1=3 tru2=3 apn1=3},{tru2=3 apn1=4},0,77,2,75,49,7,5,61,2388,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_29.pddl,3,saFF-glcl,-1,810,{tru2=1 apn1=1},{tru1=1 apn1=1},0,46,4,42,29,3,1,33,1320,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_2.pddl,3,saFF-glcl,-1,679,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,60,6,54,41,11,11,63,2328,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_30.pddl,3,saFF-glcl,-1,817,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,73,5,68,54,10,8,72,2772,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_33.pddl,3,saFF-glcl,-1,991,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3 apn1=3},0,66,5,61,41,11,8,60,2288,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_35.pddl,3,saFF-glcl,-1,963,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,64,6,58,40,16,14,70,2560,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_38.pddl,3,saFF-glcl,-1,564,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,86,6,80,55,12,12,79,2936,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_39.pddl,3,saFF-glcl,-1,763,{tru1=5 tru2=5 apn1=5},{tru1=6 tru2=5 apn1=6},0,111,4,107,85,10,9,104,4012,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_3.pddl,3,saFF-glcl,-1,525,{tru2=1 apn1=1},{tru1=1 tru2=2},0,33,4,29,20,4,2,26,1036,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_42.pddl,3,saFF-glcl,-1,500,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,39,4,35,24,8,5,37,1440,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_44.pddl,3,saFF-glcl,-1,588,{tru1=5 tru2=5 apn1=5},{tru1=6 tru2=6 apn1=7},0,117,3,114,84,10,8,102,3984,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_46.pddl,3,saFF-glcl,-1,498,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,79,3,76,56,7,6,69,2688,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_47.pddl,3,saFF-glcl,-1,459,{tru1=1 apn1=1},{tru2=1},0,25,3,22,19,2,0,21,856,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_48.pddl,3,saFF-glcl,-1,504,{tru1=1 apn1=1},{tru2=1},0,18,1,17,13,2,0,15,616,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_49.pddl,3,saFF-glcl,-1,470,{tru1=2 tru2=2 apn1=5},{},0,50,0,50,34,4,2,40,1612,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_4.pddl,3,saFF-glcl,-1,798,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,47,4,43,31,9,9,49,1788,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_50.pddl,3,saFF-glcl,-1,422,{tru1=1 tru2=3 apn1=3},{tru1=3},0,30,2,28,24,3,1,28,1152,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_54.pddl,3,saFF-glcl,-1,518,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,59,3,56,36,6,5,47,1824,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_55.pddl,3,saFF-glcl,-1,807,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,69,3,66,44,7,5,56,2192,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_56.pddl,3,saFF-glcl,-1,490,{tru1=1 apn1=1},{tru2=1},0,19,4,15,11,2,0,13,536,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_57.pddl,3,saFF-glcl,-1,543,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,85,5,80,58,12,12,82,3076,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_58.pddl,3,saFF-glcl,-1,454,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,93,3,90,66,12,10,88,3364,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_59.pddl,3,saFF-glcl,-1,456,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,78,4,74,53,9,7,69,2668,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_60.pddl,3,saFF-glcl,-1,618,{tru2=1 apn1=1},{tru1=1},0,15,1,14,10,2,0,12,496,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_61.pddl,3,saFF-glcl,-1,447,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,79,5,74,51,11,9,71,2716,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_65.pddl,3,saFF-glcl,-1,528,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,73,12,61,45,21,21,87,3184,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_66.pddl,3,saFF-glcl,-1,444,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,83,4,79,52,9,7,68,2640,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_6.pddl,3,saFF-glcl,-1,503,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=3 apn1=3},0,73,4,69,47,10,8,65,2480,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_70.pddl,3,saFF-glcl,-1,463,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,79,3,76,60,8,6,74,2884,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_71.pddl,3,saFF-glcl,-1,429,{tru1=3 tru2=3 apn1=3},{tru1=3 apn1=4},0,65,2,63,42,7,5,54,2108,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_74.pddl,3,saFF-glcl,-1,482,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,60,3,57,42,8,8,58,2188,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_75.pddl,3,saFF-glcl,-1,431,{tru1=1 apn1=1},{tru2=1 apn1=2},0,29,3,26,20,4,2,26,1020,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_78.pddl,3,saFF-glcl,-1,418,{tru1=2 tru2=2 apn1=5},{},0,61,0,61,57,4,0,61,2476,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_79.pddl,3,saFF-glcl,-1,581,{tru1=3 tru2=3 apn1=3},{tru2=3 apn1=4},0,89,2,87,62,8,7,77,2956,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_80.pddl,3,saFF-glcl,-1,426,{tru2=1 apn1=1},{tru1=1},0,17,2,15,10,2,0,12,496,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_81.pddl,3,saFF-glcl,-1,523,{tru1=3 tru2=3 apn1=3},{tru1=4 apn1=4},0,57,2,55,40,6,5,51,1972,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_83.pddl,3,saFF-glcl,-1,492,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=3 apn1=4},0,72,3,69,49,7,7,63,2412,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_84.pddl,3,saFF-glcl,-1,536,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,81,3,78,60,8,8,76,2900,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_86.pddl,3,saFF-glcl,-1,455,{tru1=1 tru2=1},{apn1=1},0,33,1,32,31,2,0,33,1336,0,0,0,0,0,,,,,,,1,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_88.pddl,3,saFF-glcl,-1,485,{tru1=3 tru2=3 apn1=3},{tru2=4 apn1=5},0,116,2,114,82,6,5,93,3664,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_89.pddl,3,saFF-glcl,-1,507,{tru1=5 tru2=5 apn1=5},{tru1=5 tru2=6 apn1=6},0,79,3,76,57,12,12,81,3044,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_8.pddl,3,saFF-glcl,-1,532,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,52,6,46,36,14,13,63,2304,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_92.pddl,3,saFF-glcl,-1,520,{tru1=2 tru2=2 apn1=2},{tru2=4},0,129,1,128,100,8,6,114,4504,0,0,0,0,0,,,,,,,5,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_96.pddl,3,saFF-glcl,-1,424,{tru1=2 tru2=2 apn1=2},{apn1=3},0,93,1,92,54,8,6,68,2676,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_97.pddl,3,saFF-glcl,-1,543,{tru1=3 tru2=3 apn1=3},{tru1=4 tru2=4 apn1=5},0,102,3,99,79,10,10,99,3784,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_98.pddl,3,saFF-glcl,-1,465,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,68,3,65,46,6,4,56,2192,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_99.pddl,3,saFF-glcl,-1,452,{tru1=3 tru2=3 apn1=3},{tru2=3 apn1=3},0,60,2,58,41,7,5,53,2052,0,0,0,0,0,,,,,,,3,0,true,true
mapddl-problems/logistics00,mapddl-problems/logistics00/probLOGISTICS-4-0_9.pddl,3,saFF-glcl,-1,542,{tru1=3 tru2=3 apn1=3},{tru1=3 tru2=4 apn1=4},0,64,5,59,42,12,12,66,2420,0,0,0,0,0,,,,,,,3,0,true,true
